combat,durability,intelligence,name,power,speed,strength,base,id,occupation,relatives,aliases,alignment,alter-egos,full-name,publisher
56,84,75,Black Bolt,100,100,67,"Attilan, Blue Area of the Moon",96,King of the Inhumans,"Medusa (wife and first cousin), Ahura (son), Agon (father, deceased), Rynda(mother, deceased), Maximus (brother), Crystal (sister-in-law), Gorgon, Karnak, Triton (cousins)",['-'],good,No alter egos found.,Blackagar Boltagon,Marvel Comics
80,20,63,Black Canary,52,33,8,"Formerly Oracle's clock tower in Gotham City; formerly Seattle, Washington; formerly Star City, California; formerly New York City, New York (as a member of the JSA); currently mobile",97,"Detective\/Crime-fighter, Chairperson of the Justice League of America; former florist, judo instructor","Larry Lance (father, deceased), Dinah Drake Lance (Black Canary, mother, deceased); Oliver Queen (Green Arrow, husband); Craig Windrow (ex-husband); Sin (adoptive daughter)",['Dinah Laurel Lance Queen; Dinah Laurel Lance-Windrow'],good,No alter egos found.,Laurel Lance,DC Comics
80,15,63,Black Canary,45,33,8,"Formerly Oracle's clock tower in Gotham City; formerly Seattle, Washington; formerly Star City, California; formerly New York City, New York (as a member of the JSA); currently mobile",97,"Detective\/Crime-fighter, Chairperson of the Justice League of America; former florist, judo instructor","Larry Lance (father, deceased), Dinah Drake Lance (Black Canary, mother, deceased); Oliver Queen (Green Arrow, husband); Craig Windrow (ex-husband); Sin (adoptive daughter)",['Dinah Laurel Lance Queen; Dinah Laurel Lance-Windrow'],good,No alter egos found.,Laurel Lance,DC Comics
80,20,63,Black Canary,52,33,8,"Gotham City, Park City",98,"Florist, former private investigator","Richard Drake (father), Lawrence Lance (husband), Dinah Laurel Lance (Black Canary, daughter), Oliver Queen (Green Arrow, son-in-law)",['-'],good,No alter egos found.,Dinah Drake Lance,DC Comics
80,15,63,Black Canary,45,33,8,"Gotham City, Park City",98,"Florist, former private investigator","Richard Drake (father), Lawrence Lance (husband), Dinah Laurel Lance (Black Canary, daughter), Oliver Queen (Green Arrow, son-in-law)",['-'],good,No alter egos found.,Dinah Drake Lance,DC Comics
70,10,75,Black Cat,23,33,16,-,99,"Cat burglar; Private investigator, founder of Cat's Eye Investigations.","Walter Hardy (father, deceased), Lydia Hardy (mother)",['Felicity Harmon'],good,No alter egos found.,Felicia Hardy,Marvel Comics
30,80,44,Black Flash,100,100,10,-,100,-,-,"['Barry Allen', 'Flashback', 'Slow Lightning', 'Black Racer', 'Death Flash', 'God of Death']",neutral,No alter egos found.,,DC Comics
null,null,null,Black Goliath,null,null,null,-,101,-,-,['-'],good,No alter egos found.,,Marvel Comics
70,70,63,Black Knight III,43,8,10,-,102,"Adventurer, scientist; former crusader","Nathan Garrett (Black Knight II, uncle, deceased); Sir Percy of Scandia (Black Knight), Sir Raston, Eobar Garrington (Black Knights of past eras, ancestors, deceased); Lady Rosamund, Edward, Geoffrey (ancestral relations, presumed deceased); Dafydd ap Iowerth, Arthur Pendragon, Mordred the Evil, Morgan Le Fay (distant ancestral relations)","['The Pendragon', 'Gann Josin', 'Eobar Garrington']",good,No alter egos found.,Dane Whitman,Marvel Comics
75,28,50,Black Lightning,70,53,11,"Chicago, Illinois; Metropolis, The Hall & The JLA Watchtower",103,"Crime Fighter, High School teacher, Former gold-medal-winning Olympic Decathlete, formerly Secretary of Education under Presidents Pete Ross and Lex Luthor.","Unnamed father (deceased), Lynn Stewart (ex-wife), Joanna Pierce (niece, deceased), Anissa Pierce (Thunder, daughter), Jennifer Pierce (Lightning, daughter)",['-'],good,No alter egos found.,Jefferson Pierce,DC Comics
65,42,75,Black Mamba,88,35,10,"Mobile, formerly Serpent Citadel",104,"Mercenary, professional criminal, former call girl",-,['Tanya Sweet'],bad,No alter egos found.,Tanya Sealy,Marvel Comics
85,60,75,Black Manta,76,50,28,-,105,-,-,"['Devil Ray', 'Scourge of the Seven Seas', 'Yellow Lantern']",bad,No alter egos found.,David,DC Comics
100,60,88,Black Panther,41,30,16,"Wakanda, Mobile",106,"King and Chieftain of Wakanda, scientist; former school teacher","Bashenga (paternal ancestor, deceased), Azzuri the Wise (paternal grandfather, deceased), Nanali (paternal grandmother, deceased), Chanda (paternal grandfather, presumably deceased), T�Chaka (father, deceased), S'Yan (uncle, deceased), N�Yami (mother, deceased), Ramonda (stepmother), Hunter (adopted brother), Jakarra (half-brother), Shuri (sister), Ororo Munroe (wife), Joshua Itobo, Ishanta, Zuni, M'Koni, T'Shan (cousins), Wheeler (cousin by marriage, deceased), Billy Wheeler (1st cousin once removed)","['Mr. Okonkwo', 'The Man Without Fear', 'Luke Charles', 'Black Leopard', 'the Client', 'Coal Tiger', 'has impersonated Daredevil and others on occasion']",good,No alter egos found.,T'Challa,Marvel Comics
100,30,75,Black Widow,36,33,13,Mobile,107,"Adventurer, Intelligence agent, former ballerina","Unnamed parents (presumed deceased); Alexi Shostakov (Red Guardian, estranged husband); Vindiktor (alleged brother, deceased)","['Yelena Belova', 'Natasha Romanoff', 'Natasha', 'Tasha', 'Madame Natasha', 'Nancy Rushman', 'Laura Matthers', 'Nadine Roman', '""Oktober""', 'Black Pearl', 'Ebon Flame']",good,No alter egos found.,Natasha Romanoff,Marvel Comics
null,null,null,Black Widow II,null,null,48,-,108,-,-,['-'],good,No alter egos found.,Yelena Belova,Marvel Comics
65,80,63,Blackout,45,45,32,-,109,"Assassin, enforcer",Lilith (Great Grandmother),['-'],bad,No alter egos found.,,Marvel Comics
56,32,38,Blackwing,20,35,10,-,110,-,"Silvio Manfredi (Silvermane, father), Caterina Manfredi (mother, deceased)","['Blackwing', 'Joe Manfredi', 'Joe Silvermane', 'Guiseppi Manfredi']",bad,No alter egos found.,Joseph Manfredi,Marvel Comics
25,30,50,Blackwulf,69,8,28,-,111,Freedom Fighter,"Tantalus (father); Nirvana (mother); Pelops (brother, deceased)","['Pelops', 'Black Wolf']",-,No alter egos found.,Lucian,Marvel Comics
90,50,63,Blade,40,38,28,Mobile,112,"Vampire hunter, former private investigator.",Tara Brooks (mother),"['Switchblade', 'Frank Blade', 'Daywalker']",good,No alter egos found.,Eric Brooks,Marvel Comics
null,null,null,Blaquesmith,null,null,null,"Baltimore, Maryland",113,Inventor,-,['-'],good,Vertigo II,-,Vertigo II
28,90,69,Bling!,52,12,14,"Utopia; formerly Graymalkin Industries, San Francisco, California; Xavier Institute, Salem Center, New York State",114,-,"Roy ""Daddy Libido"" Washington (father), Angel ""Sexy Mutha"" Depres (mother)",['-'],good,No alter egos found.,Roxanne Washington,Marvel Comics
64,28,50,Blink,77,20,8,"Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Black Rome, Necrosha",115,"Adventurer, freedom fighter","Apocalypse (ancestor, deceased);Margaret Slade (ancestor, deceased);Hamilton Slade (distant relative, deceased);Frederick Slade (great-great-grandfather);Ms. Ferguson (great-great-grandmother, deceased);Chamber (distant cousin);Clan Akkaba (relatives)",['-'],good,No alter egos found.,Clarice Ferguson,Marvel Comics
null,null,null,Blizzard,null,null,null,"New York City, New York",116,"Professional criminal, mercenary, engineer, former scientist",-,['Jack Frost'],bad,No alter egos found.,Gregor Shapanka,Marvel Comics
null,null,null,Blizzard,null,null,72,"New York City, New York",116,"Professional criminal, mercenary, engineer, former scientist",-,['Jack Frost'],bad,No alter egos found.,Gregor Shapanka,Marvel Comics
null,null,null,Blizzard,null,null,null,-,117,-,-,['-'],bad,No alter egos found.,,Marvel Comics
null,null,null,Blizzard,null,null,72,-,117,-,-,['-'],bad,No alter egos found.,,Marvel Comics
56,42,38,Blizzard II,47,27,10,-,118,Adventurer; former mercenary and professional criminal,-,['-'],bad,No alter egos found.,Donald Gill,Marvel Comics
72,95,10,Blob,28,23,83,-,119,"Former criminal, terrorist, government agent, carnival performer",-,['-'],bad,No alter egos found.,Frederick J. Dukes,Marvel Comics
84,80,63,Bloodaxe,100,33,80,-,120,"Architect, former vigilante",-,['-'],bad,No alter egos found.,Jackie Lukus,Marvel Comics
64,80,50,Bloodhawk,80,50,10,-,121,-,-,['Lemuel Halcon'],good,No alter egos found.,Lemuel Krug,Marvel Comics
null,null,null,Bloodwraith,null,null,72,Slorenia,122,Former squire,-,"['Black Wraith', 'Blood Wraith']",bad,No alter egos found.,Sean Dolan,Marvel Comics
null,null,null,Blue Beetle,null,null,null,-,123,Archaeologist; professor of archaeology,Danielle Garrett (granddaughter),['Daniel Garret (spelling variation)'],good,No alter egos found.,Daniel Garrett,DC Comics
null,null,null,Blue Beetle,null,null,null,-,123,Archaeologist; professor of archaeology,Danielle Garrett (granddaughter),['Daniel Garret (spelling variation)'],good,No alter egos found.,Daniel Garrett,DC Comics
null,null,null,Blue Beetle,null,null,null,-,124,-,-,['-'],good,No alter egos found.,,DC Comics
null,null,null,Blue Beetle,null,null,null,-,124,-,-,['-'],good,No alter egos found.,,DC Comics
null,null,null,Blue Beetle II,null,null,45,-,125,"Inventor, President of Kord Omniversal, Crimefighter",Jarvis Kord (uncle),['-'],good,No alter egos found.,Theodore Kord,DC Comics
30,80,50,Blue Beetle III,100,58,34,"El Paso, Texas",126,Student,"Alberto Reyes (father); Bianca Reyes (mother); Milagro Reyes (younger sister); Alejandro Reyes (grandfather, deceased); Elena Leal (maternal grandmother)",['Scooter'],good,No alter egos found.,Jaime Reyes,DC Comics
70,36,63,Boba Fett,68,38,10,-,127,Bounty Hunter,-,"['Teff', 'Sava Brek Madak', 'Jaster Mereel', 'Mandalore', ""Mand'alor""]",bad,No alter egos found.,,George Lucas
null,null,null,Bolt,null,null,null,-,128,-,-,['-'],good,No alter egos found.,,Marvel Comics
null,null,null,Bomb Queen,null,null,73,-,129,-,-,['-'],bad,No alter egos found.,,Image Comics
64,42,38,Boom-Boom,57,12,10,-,130,"Adventurer, former student, thief",-,"['Time Bomb', 'Boomer', 'Meltdown', 'Tabby', 'Firecracker', 'Mutate #35', 'Nancy Forrester']",good,Meltdown,Tabitha Smith,Meltdown
null,null,null,Boomer,null,null,null,-,131,-,-,['-'],good,No alter egos found.,,Marvel Comics
40,70,69,Booster Gold,100,42,85,"Metropolis, Earth, 21st Century, formerly Gotham City, 25th Century",132,"Superhero, Founder, C.E.O & Chairman of Booster Gold International","Jonar Carter (father), Ellen Carter (mother, deceased), Michelle Carter (aka Goldstar) (twin sister), Rip Hunter (son) · Rani (adopted daughter), Daniel Carter (21st century ancestor), Rose Levin (ancestor)","['Bharjwarj', 'Bloodspot', 'Boosteroo', 'Booster', 'the Boy Wonder', 'Buster', 'Deathstroke', 'Goldstar', ""Greatest Hero You've Never Heard Of"", 'Guardian of the Multiverse', 'Jesus Alvarez', 'Kid', 'Killer Moth', 'The King', 'Loser Gold', 'Major Idiot', 'Man of Gold', 'Michael Carter', 'Blac']",good,No alter egos found.,Michael Jon Carter,DC Comics
null,null,null,Box,null,null,null,-,133,-,-,['Omega'],good,No alter egos found.,Roger Bochs,Marvel Comics
null,null,null,Box III,null,null,null,Base of operations unknown,134,"Physics professor, former NFL player",No known relatives,"['Box III', 'Wanda']",good,No alter egos found.,Dr. Walter Langowski,Marvel Comics
56,28,50,Box IV,11,23,75,Base of operations unknown,135,"Inventor, former soldier","Scramble (Lionel Jeffries, brother, deceased), Diamond Lil (wife)","['Gemini', 'Jack-In-The-Box']",good,Gemini V,Madison Jeffries,Gemini V
75,90,100,Brainiac,60,63,95,-,136,-,"Vril Dox II (son), Brainiac 5 (descendant)",['Milton Fine'],bad,No alter egos found.,Vril Dox,DC Comics
32,28,100,Brainiac 5,60,23,10,-,137,-,"Unnamed mother, Brainiac (ancestor)",['-'],good,No alter egos found.,Querl Dox,DC Comics
null,null,null,Brother Voodoo,null,null,65,"Port-au-Prince, Haiti",138,Psychologist Houngan (voodoo priest),"Daniel Drumm (brother deceased), Matilda Drumm (aunt)","['Doctor Voodoo', 'Sorcerer Supreme']",good,No alter egos found.,Jericho Drumm,Marvel Comics
15,40,69,Brundlefly,27,25,32,-,139,Scientist,-,['The Fly'],-,No alter egos found.,Seth Brundle,
60,70,63,Buffy,48,42,28,-,140,Slayer ; (formerly) Waitress ; DoubleMeat Palace employee ; Sunnydale High Counselor,"Joyce Summers (mother, deceased) ; Hank Summers (father) ; Dawn Summers (sister) ; Celia (cousin, deceased) ; Arlene (aunt)","['Anne', 'The Chosen One', 'The Vampire Slayer', 'The Slayer', 'Buff', 'B', 'The Buffster', 'Belinda', 'Joan']",good,No alter egos found.,Buffy Anne Summers,Dark Horse Comics
70,70,50,Bullseye,20,25,11,Formerly Avengers Tower; Thunderbolts Mountain,141,"Assassin, professional criminal, former mercenary",Kingmaker (father),"['Benjamin Poindexter', 'Daredevil', 'Punisher', 'Bullseye', 'Hawkeye', 'pitcher']",bad,No alter egos found.,Lester,Marvel Comics
35,10,63,Bumblebee,47,25,28,"San Francisco, California",142,-,Mal Duncan (husband),['-'],good,No alter egos found.,Karen Beecher,DC Comics
null,null,null,Bumbleboy,null,null,null,-,143,-,-,['-'],good,No alter egos found.,,Marvel Comics
70,10,38,Bushido,19,8,10,-,144,-,-,['-'],good,No alter egos found.,Ryuko Orsono,DC Comics
80,56,88,Cable,100,23,48,"The Xavier Institute, Salem Center, Westchester County, New York",145,"(current) Adventurer, (former) freedom fighter, United States government agent, mercenary, combat instructor for X-Force","Scott Summers (Cyclops, father), Madelyne Pryor-Summers (Goblin Queen, mother, deceased), Jean Grey (Phoenix, stepmother), Alexander Summers (Havok, uncle), Christopher Summers (Corsair, paternal grandfather), Katherine Anne Summers (paternal grandmother, deceased), Philip Summers (great-grandfather), Deborah Summers (great-grandmother), Jenskot (Aliya, wife, deceased), Tyler (Genesis, son, deceased), Stryfe (clone, deceased), Gabriel Summers (Vulcan, uncle)","['Chosen One', 'Soldier X', 'Nathan Dayspring', ""Askani'son"", 'Nathan Dayspring Summers', 'Nathan Winters', 'The Traveller', 'The Saviour']",good,No alter egos found.,Nathan Summers,Marvel Comics
85,42,63,Callisto,52,23,53,"The Xavier Institute, Salem Center, Westchester County, New York State, (former) The Alley (beneath Manhattan's surface), X-Factor I's sentient starship",146,-,-,['-'],bad,No alter egos found.,Callisto,Marvel Comics
70,28,50,Cameron Hicks,51,23,10,-,147,-,-,['-'],good,No alter egos found.,,SyFy
56,99,50,Cannonball,94,67,28,-,148,"Adventurer, peacekeeper, former student, mercenary, miner","Thomas Zebulon (father, deceased), Lucinda (mother), Lucas Bartholemew (uncle), Paige (Husk, sister), Joshua ""Jay"" (Icarus, brother, deceased), Joelle (sister), Elizabeth (sister), Melody (Aero, sister), Jebediah (brother), Lewis (brother), two other unnamed siblings, Ray Jr. (adopted brother)","['Formerly Samson Guthry', 'Sam Guthrie', 'Jet-Ass']",good,No alter egos found.,Samuel Zachery Guthrie,Marvel Comics
100,55,69,Captain America,60,38,19,New York City,149,"Adventurer, federal official, intelligence operative; former soldier, Hydra agent, liaison between S.H.I.E.L.D. and the Avengers, police officer, teacher, sparring partner.","Joseph (father, deceased), Sara (mother, deceased), Ian Zola (Nomad) (adopted son)","['Nomad', 'The Captain']",good,No alter egos found.,Steve Rogers,Marvel Comics
80,90,81,Captain Atom,100,83,93,-,150,Former Soldier,"Angela Adam Eiling (wife, deceased), Peggy Eiling (daughter), Randy Eiling (son), Bette Sans Souci (ex-wife, divorced)","['Monarch', 'Allen Adam', 'Cameron Scott']",good,No alter egos found.,Nathaniel Adam,DC Comics
80,60,75,Captain Britain,31,50,77,"Lighthouse, Earth Orbit; Starlight Citadel, Otherworld; formerly Braddock Manor; Braddock Lighthouse, England; New York City (during exchange trip, specifically Peter Parker's Manhattan apartment); flat near Thames University, London",151,"Adventurer, formerly King of Otherworld, scientist","John Braddock (ancestor, possibly grandfather), James Braddock, Sr. (father, deceased), Lady Elizabeth Braddock (mother, deceased), James Braddock, Jr. (brother), Elizabeth Braddock (twin sister), Meggan (wife), William Puceanu (father-in-law)","['Britannic', 'Black Bishop', 'Jungle Man', 'King of Otherworld', 'Merlinson']",good,No alter egos found.,Brian Braddock,Marvel Comics
20,20,50,Captain Cold,28,17,10,-,152,Professional Criminal,Lisa Snart (sister),"['Citizen Cold', 'Kid Kold', 'Len Snart', 'Leonard Snart', 'Leonards Wynters', 'The Man Who Mastered Absolute Zero']",neutral,No alter egos found.,Leonard Snart,DC Comics
null,null,null,Captain Epic,null,null,null,Toronto,153,Superhero,-,['-'],good,No alter egos found.,,Team Epic TV
20,30,25,Captain Hindsight,10,83,10,-,154,Former Superhero; News Reporter,-,['-'],good,No alter egos found.,Jack Brolin,South Park
null,null,null,Captain Mar-vell,null,null,80,-,155,"Captain in the Kree space fleet, later adventurer, later ""Protector of the Universe""","Mar-Vell (father-deceased), Elysius (mother-deceased)","['Captain Marvel', 'Dr. Walter Lawson']",good,No alter egos found.,Mar-Vell,Marvel Comics
75,95,88,Captain Marvel,100,88,100,-,156,-,"C.C. Batson (father, deceased), Marilyn Batson (mother, deceased), Ebenezer Batson (uncle), Mary Batson (Mary Marvel, sister)","[""The World's Mightiest Mortal"", 'The Big Red Cheese', 'Captain Thunder', 'Shazam']",good,No alter egos found.,Billy Batson,DC Comics
90,95,84,Captain Marvel,100,71,88,-,156,-,"C.C. Batson (father, deceased), Marilyn Batson (mother, deceased), Ebenezer Batson (uncle), Mary Batson (Mary Marvel, sister)","[""The World's Mightiest Mortal"", 'The Big Red Cheese', 'Captain Thunder', 'Shazam']",good,No alter egos found.,Billy Batson,DC Comics
75,95,88,Captain Marvel,100,88,100,Avengers Mansion,157,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.","Marie Danvers (mother), Joseph Danvers, Sr. (father), Joseph Danvers, Jr. (brother), Steve Danvers (brother, deceased), Marcus Immortus (Danvers) (""son"", deceased)","['Ace', 'Binary', 'Lady Marvel', 'Warbird', 'others used during her espionage career']",good,"Binary, Warbird",Carol Danvers,Binary
